 # H2O visible 
 # For interval boundaries, see corresponding files  
 #Temperature(K)  100,  150,  200,  250,  300,  350,  400,  600, 
 #P(bar) 1.00e-05, 1.00e-04, 1.00e-03, 1.00e-02, 1.00e-01, 1.00e+00, 1.00e+01, 1.00e+02, 

  Quadrature weights w(quad)        Quadrature abscissas (g)
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          1
          300.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          1
          350.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          1
          400.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          1
          600.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          2
          100.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          2
          150.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          2
          200.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          2
          250.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          2
          300.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          2
          350.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          2
          400.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          2
          600.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          3
          100.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          3
          150.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          3
          200.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          3
          250.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          3
          300.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          3
          350.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          3
          400.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00100   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.01000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.10000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  1.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
 10.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
100.00000   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 

          3
          600.0
  0.00001   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
  0.00010   1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 1.01448e-80 
