 # H2O visible 
 # For interval boundaries, see corresponding files  
 #Temperature(K)  100,  150,  200,  250,  300,  350,  400,  600, 
 #P(bar) 1.00e-05, 1.00e-04, 1.00e-03, 1.00e-02, 1.00e-01, 1.00e+00, 1.00e+01, 1.00e+02, 

  Quadrature weights w(quad)        Quadrature abscissas (g)
  1.00000   1.71279e-30 1.96968e-28 1.79954e-27 1.28385e-26 4.11504e-26 6.13169e-26 1.24184e-25 3.01489e-25 
 10.00000   7.57809e-30 1.96945e-28 1.55044e-27 7.91163e-27 3.95133e-26 5.10390e-26 7.62640e-26 1.42278e-25 
100.00000   3.43673e-31 5.94796e-30 5.13716e-29 2.67007e-28 1.13606e-27 1.37124e-27 1.90235e-27 3.52980e-27 

          8
          200.0
  0.00001   3.10618e-35 5.95732e-33 4.53244e-31 7.46809e-28 1.06552e-26 2.09581e-26 6.83476e-26 4.21660e-25 
  0.00010   3.09868e-34 5.67343e-32 2.61140e-30 8.58933e-28 1.07925e-26 2.11156e-26 6.85007e-26 4.21926e-25 
  0.00100   3.13071e-33 5.48569e-31 1.70680e-29 1.25017e-27 1.19132e-26 2.22874e-26 6.99107e-26 4.22253e-25 
  0.01000   3.09142e-32 5.32803e-30 1.21266e-28 2.98057e-27 1.75954e-26 3.01839e-26 8.02210e-26 4.20565e-25 
  0.10000   3.11904e-31 4.84668e-29 7.59883e-28 8.86057e-27 3.27294e-26 4.89059e-26 1.04108e-25 4.38963e-25 
  1.00000   2.97536e-30 2.48959e-28 2.11537e-27 1.36150e-26 4.24832e-26 6.34513e-26 1.23006e-25 2.89242e-25 
 10.00000   1.42378e-29 2.65865e-28 2.14533e-27 8.68741e-27 4.27467e-26 5.39223e-26 7.97564e-26 1.36684e-25 
100.00000   1.09279e-30 1.29585e-29 1.11801e-28 4.79616e-28 1.95050e-27 2.32981e-27 3.20716e-27 5.81526e-27 

          8
          250.0
  0.00001   4.39392e-35 7.04673e-33 7.42155e-31 1.40883e-27 1.49698e-26 2.74976e-26 8.08207e-26 4.50260e-25 
  0.00010   4.38851e-34 6.70285e-32 3.65151e-30 1.51333e-27 1.50436e-26 2.75806e-26 8.08923e-26 4.50400e-25 
  0.00100   4.41334e-33 6.50909e-31 2.10483e-29 1.87456e-27 1.58630e-26 2.83595e-26 8.14544e-26 4.50680e-25 
  0.01000   4.37374e-32 6.29707e-30 1.39918e-28 3.60103e-27 2.06651e-26 3.45605e-26 8.75595e-26 4.49896e-25 
  0.10000   4.40623e-31 5.89598e-29 8.35386e-28 9.39221e-27 3.40001e-26 5.03230e-26 1.04167e-25 4.37416e-25 
  1.00000   4.30780e-30 2.96309e-28 2.34890e-27 1.41591e-26 4.31341e-26 6.45745e-26 1.18181e-25 2.82776e-25 
 10.00000   2.19692e-29 3.29427e-28 2.60022e-27 9.17702e-27 4.37295e-26 5.48686e-26 7.99277e-26 1.34012e-25 
100.00000   2.32470e-30 2.26275e-29 1.86942e-28 7.31534e-28 2.80993e-27 3.32567e-27 4.52508e-27 8.19579e-27 

          8
          300.0
  0.00001   5.28186e-35 7.83730e-33 1.16689e-30 2.13411e-27 1.86246e-26 3.23836e-26 8.85658e-26 4.77847e-25 
  0.00010   5.27698e-34 7.53635e-32 4.89755e-30 2.22766e-27 1.86821e-26 3.24243e-26 8.85919e-26 4.77746e-25 
  0.00100   5.29559e-33 7.25610e-31 2.48786e-29 2.54216e-27 1.93131e-26 3.29050e-26 8.89098e-26 4.77949e-25 
  0.01000   5.27928e-32 7.03949e-30 1.53338e-28 4.15714e-27 2.31351e-26 3.80013e-26 9.21735e-26 4.72816e-25 
  0.10000   5.28075e-31 6.71496e-29 8.83260e-28 9.73216e-27 3.49548e-26 5.17469e-26 1.04962e-25 4.37653e-25 
  1.00000   5.23831e-30 3.41304e-28 2.49986e-27 1.46827e-26 4.34827e-26 6.50584e-26 1.15558e-25 2.68097e-25 
 10.00000   2.96444e-29 3.78173e-28 2.85697e-27 1.01878e-26 4.40926e-26 5.53108e-26 7.76940e-26 1.39610e-25 
100.00000   3.84836e-30 3.57420e-29 2.68258e-28 1.05926e-27 3.66371e-27 4.39406e-27 5.61118e-27 1.01242e-26 

          8
          350.0
  0.00001   5.39324e-35 8.09496e-33 1.72108e-30 2.81658e-27 2.14280e-26 3.64449e-26 9.38527e-26 4.84974e-25 
  0.00010   5.31242e-34 7.78956e-32 6.28731e-30 2.88948e-27 2.14690e-26 3.64750e-26 9.38720e-26 4.84841e-25 
  0.00100   5.40631e-33 7.59746e-31 2.85853e-29 3.16505e-27 2.19154e-26 3.68070e-26 9.40967e-26 4.85108e-25 
  0.01000   5.33273e-32 7.34346e-30 1.60396e-28 4.64142e-27 2.47282e-26 4.06742e-26 9.57513e-26 4.85196e-25 
  0.10000   5.36229e-31 7.06249e-29 9.27561e-28 9.73439e-27 3.58286e-26 5.20661e-26 1.04433e-25 4.39117e-25 
  1.00000   5.31472e-30 3.80431e-28 2.61921e-27 1.51158e-26 4.40702e-26 6.46191e-26 1.13373e-25 2.42834e-25 
 10.00000   3.33515e-29 4.28902e-28 2.98962e-27 1.21843e-26 4.33724e-26 5.50307e-26 7.69047e-26 1.39376e-25 
100.00000   5.82905e-30 5.48280e-29 3.59810e-28 1.58611e-27 4.57242e-27 5.36088e-27 6.94029e-27 1.25118e-26 

          8
          400.0
  0.00001   5.31132e-35 7.97442e-33 2.34457e-30 3.37844e-27 2.30795e-26 3.91247e-26 9.49758e-26 5.00534e-25 
  0.00010   5.29560e-34 7.69595e-32 7.71610e-30 3.44315e-27 2.31196e-26 3.91581e-26 9.49859e-26 5.00394e-25 
  0.00100   5.35095e-33 7.49474e-31 3.20955e-29 3.66596e-27 2.35214e-26 3.94741e-26 9.50227e-26 4.99068e-25 
  0.01000   5.28733e-32 7.28668e-30 1.67496e-28 4.98093e-27 2.63505e-26 4.20024e-26 9.63609e-26 4.88695e-25 
  0.10000   5.31050e-31 7.05014e-29 9.33220e-28 9.90611e-27 3.55298e-26 5.16407e-26 1.02848e-25 4.29307e-25 
  1.00000   5.30915e-30 4.05752e-28 2.65519e-27 1.52187e-26 4.34332e-26 6.25578e-26 1.11219e-25 2.35565e-25 
 10.00000   3.48679e-29 4.90296e-28 3.05728e-27 1.38742e-26 4.38196e-26 5.46634e-26 7.52663e-26 1.33577e-25 
100.00000   7.68240e-30 7.85569e-29 4.31243e-28 2.05692e-27 5.47908e-27 6.27809e-27 8.09317e-27 1.46327e-26 

          8
          600.0
  0.00001   4.30042e-35 6.91538e-33 5.96002e-30 4.87530e-27 2.70930e-26 4.15773e-26 9.14028e-26 4.64044e-25 
  0.00010   4.26773e-34 6.54829e-32 1.36481e-29 4.90047e-27 2.71027e-26 4.15845e-26 9.14211e-26 4.63956e-25 
  0.00100   4.26568e-33 6.25692e-31 4.20663e-29 5.03029e-27 2.71846e-26 4.16265e-26 9.15810e-26 4.62752e-25 
  0.01000   4.27195e-32 6.14191e-30 1.71678e-28 5.92433e-27 2.80331e-26 4.22404e-26 9.28787e-26 4.50291e-25 
  0.10000   4.25131e-31 5.94059e-29 8.39456e-28 9.58553e-27 3.33082e-26 4.75785e-26 9.45684e-26 3.81914e-25 
  1.00000   4.22841e-30 4.15090e-28 2.51007e-27 1.43294e-26 4.07683e-26 5.60419e-26 9.75864e-26 2.11580e-25 
 10.00000   3.18019e-29 7.04701e-28 2.95053e-27 1.70442e-26 4.22934e-26 5.06284e-26 6.31358e-26 1.11480e-25 
100.00000   1.49191e-29 2.01124e-28 6.44870e-28 4.49542e-27 8.11735e-27 9.32998e-27 1.14271e-26 2.06281e-26 

          9
          100.0
  0.00001   1.03762e-31 8.48651e-31 1.32162e-29 2.22391e-27 4.00187e-26 9.91323e-26 4.95047e-25 2.27343e-24 
  0.00010   9.42374e-31 7.00119e-30 6.11871e-29 3.03875e-27 4.31571e-26 1.01769e-25 4.96289e-25 2.27085e-24 
  0.00100   8.76476e-30 5.92767e-29 3.62388e-28 6.44626e-27 5.83618e-26 1.19566e-25 5.13684e-25 2.25390e-24 
  0.01000   8.17747e-29 5.11291e-28 2.46764e-27 2.51996e-26 1.19092e-25 1.96555e-25 5.57815e-25 2.00183e-24 
  0.10000   6.41810e-28 3.74321e-27 1.47509e-26 7.69194e-26 1.89871e-25 2.46499e-25 4.32512e-25 1.10161e-24 
  1.00000   2.99277e-27 1.34925e-26 3.55861e-26 7.96475e-26 1.35399e-25 1.54738e-25 1.98013e-25 2.94027e-25 
 10.00000   2.93373e-27 8.07931e-27 2.48309e-26 3.97181e-26 5.74740e-26 6.27943e-26 6.85988e-26 6.99567e-26 
100.00000   4.95397e-29 1.46608e-28 3.49307e-28 5.91661e-28 8.43445e-28 8.71666e-28 9.01189e-28 9.09405e-28 

          9
          150.0
  0.00001   1.75333e-31 1.24866e-30 5.85916e-29 8.18980e-27 9.49339e-26 1.91565e-25 6.18557e-25 2.08022e-24 
  0.00010   1.50520e-30 9.31147e-30 1.30165e-28 8.78934e-27 9.55956e-26 1.91994e-25 6.18403e-25 2.07619e-24 
  0.00100   1.32465e-29 7.18730e-29 5.04304e-28 1.19693e-26 1.02501e-25 1.96492e-25 6.16968e-25 2.04130e-24 
  0.01000   1.16378e-28 5.67385e-28 2.78744e-27 2.97506e-26 1.43212e-25 2.32422e-25 5.98390e-25 1.80806e-24 
  0.10000   9.00939e-28 4.11321e-27 1.53120e-26 7.86702e-26 1.88433e-25 2.41470e-25 4.16666e-25 9.78092e-25 
  1.00000   4.04055e-27 1.54856e-26 3.67971e-26 7.88887e-26 1.23866e-25 1.39659e-25 1.76361e-25 2.43362e-25 
 10.00000   5.23269e-27 1.24808e-26 3.02052e-26 4.48513e-26 5.54424e-26 5.82463e-26 6.20564e-26 6.43057e-26 
100.00000   1.88687e-28 4.14904e-28 8.34441e-28 1.22649e-27 1.51704e-27 1.56386e-27 1.61492e-27 1.63040e-27 

          9
          200.0
  0.00001   2.43885e-31 1.65697e-30 1.93371e-28 1.65408e-26 1.36830e-25 2.50342e-25 6.45034e-25 1.78435e-24 
  0.00010   2.06785e-30 1.13795e-29 2.64195e-28 1.68916e-26 1.37105e-25 2.50591e-25 6.44855e-25 1.78255e-24 
  0.00100   1.77431e-29 8.13143e-29 6.66338e-28 1.91122e-26 1.39868e-25 2.51595e-25 6.41107e-25 1.76062e-24 
  0.01000   1.47857e-28 5.93310e-28 3.00751e-27 3.38133e-26 1.61486e-25 2.60206e-25 6.06463e-25 1.60035e-24 
  0.10000   1.12821e-27 4.17157e-27 1.51752e-26 7.77348e-26 1.87013e-25 2.38839e-25 4.06130e-25 8.95663e-25 
  1.00000   5.10497e-27 1.59980e-26 3.57593e-26 7.77013e-26 1.17634e-25 1.32704e-25 1.65423e-25 2.19731e-25 
 10.00000   7.14885e-27 1.68720e-26 3.10805e-26 4.65911e-26 5.29682e-26 5.45396e-26 5.70267e-26 5.91985e-26 
100.00000   4.59687e-28 8.60800e-28 1.43414e-27 1.97677e-27 2.24859e-27 2.28832e-27 2.33390e-27 2.35048e-27 

          9
          250.0
  0.00001   2.87541e-31 2.20615e-30 4.33377e-28 2.47536e-26 1.62478e-25 2.80257e-25 6.34045e-25 1.54876e-24 
  0.00010   2.43293e-30 1.32214e-29 4.87613e-28 2.49140e-26 1.62493e-25 2.80249e-25 6.33761e-25 1.54791e-24 
  0.00100   2.08660e-29 8.86712e-29 8.63936e-28 2.64260e-26 1.63604e-25 2.79904e-25 6.29989e-25 1.53580e-24 
  0.01000   1.71308e-28 6.08114e-28 3.18795e-27 3.76122e-26 1.73345e-25 2.76770e-25 5.92179e-25 1.41427e-24 
  0.10000   1.28850e-27 4.11928e-27 1.48176e-26 7.51057e-26 1.83885e-25 2.34956e-25 3.98165e-25 8.15942e-25 
  1.00000   5.98844e-27 1.58571e-26 3.43248e-26 7.51092e-26 1.13035e-25 1.27984e-25 1.59514e-25 2.06397e-25 
 10.00000   8.89027e-27 1.99887e-26 3.06401e-26 4.66488e-26 5.20926e-26 5.34516e-26 5.54366e-26 5.68835e-26 
100.00000   8.50869e-28 1.45502e-27 2.08237e-27 2.77578e-27 3.07307e-27 3.11506e-27 3.18860e-27 3.20696e-27 

          9
          300.0
  0.00001   3.10330e-31 3.18950e-30 7.45826e-28 3.17669e-26 1.74705e-25 2.88302e-25 6.03411e-25 1.36369e-24 
  0.00010   2.54831e-30 1.51077e-29 7.98066e-28 3.18521e-26 1.74692e-25 2.88196e-25 6.02941e-25 1.36248e-24 
  0.00100   2.18023e-29 9.37632e-29 1.12189e-27 3.28588e-26 1.74953e-25 2.87293e-25 5.99294e-25 1.35424e-24 
  0.01000   1.83155e-28 6.09276e-28 3.35026e-27 4.10327e-26 1.79018e-25 2.80219e-25 5.64182e-25 1.25784e-24 
  0.10000   1.38823e-27 4.01542e-27 1.43338e-26 7.19954e-26 1.78377e-25 2.29547e-25 3.86267e-25 7.41753e-25 
  1.00000   6.48931e-27 1.54839e-26 3.29677e-26 7.18830e-26 1.08536e-25 1.22001e-25 1.54297e-25 1.95547e-25 
 10.00000   1.04178e-26 2.06996e-26 3.01194e-26 4.61071e-26 5.24851e-26 5.35640e-26 5.52916e-26 5.63449e-26 
100.00000   1.30810e-27 2.02091e-27 2.70101e-27 3.59897e-27 4.00587e-27 4.12959e-27 4.38080e-27 4.42574e-27 

          9
          350.0
  0.00001   3.26667e-31 4.88442e-30 1.13291e-27 3.73330e-26 1.79673e-25 2.83893e-25 5.64220e-25 1.22115e-24 
  0.00010   2.59790e-30 1.81362e-29 1.18580e-27 3.73934e-26 1.79765e-25 2.83827e-25 5.62965e-25 1.22051e-24 
  0.00100   2.15747e-29 9.69132e-29 1.45836e-27 3.81139e-26 1.79693e-25 2.82652e-25 5.59922e-25 1.21211e-24 
  0.01000   1.81484e-28 6.01610e-28 3.49864e-27 4.38159e-26 1.80989e-25 2.75765e-25 5.31039e-25 1.13646e-24 
  0.10000   1.43681e-27 3.86601e-27 1.37967e-26 6.92146e-26 1.71269e-25 2.22305e-25 3.71951e-25 6.97377e-25 
  1.00000   6.74074e-27 1.49911e-26 3.15278e-26 6.87595e-26 1.03861e-25 1.15436e-25 1.47156e-25 1.91401e-25 
 10.00000   1.16621e-26 2.02473e-26 2.96972e-26 4.50928e-26 5.22588e-26 5.34282e-26 5.47105e-26 5.67286e-26 
100.00000   1.78748e-27 2.45979e-27 3.28263e-27 4.31305e-27 5.02599e-27 5.18394e-27 5.59714e-27 5.68674e-27 

          9
          400.0
  0.00001   3.46591e-31 7.83008e-30 1.54332e-27 4.07763e-26 1.82149e-25 2.78060e-25 5.26081e-25 1.09948e-24 
  0.00010   2.59213e-30 2.19069e-29 1.59111e-27 4.08037e-26 1.82133e-25 2.77902e-25 5.25596e-25 1.09888e-24 
  0.00100   2.11668e-29 1.00533e-28 1.83636e-27 4.13116e-26 1.82054e-25 2.76977e-25 5.22672e-25 1.09208e-24 
  0.01000   1.74072e-28 5.86848e-28 3.67920e-27 4.55355e-26 1.81433e-25 2.68758e-25 4.95197e-25 1.02602e-24 
  0.10000   1.39014e-27 3.70524e-27 1.32601e-26 6.65258e-26 1.65160e-25 2.16473e-25 3.58830e-25 6.56628e-25 
  1.00000   6.79979e-27 1.44343e-26 3.01712e-26 6.62936e-26 1.00463e-25 1.11806e-25 1.42633e-25 1.87721e-25 
 10.00000   1.25612e-26 2.00087e-26 2.92404e-26 4.37377e-26 5.04538e-26 5.24130e-26 5.46025e-26 5.69605e-26 
100.00000   2.26163e-27 2.84535e-27 3.78272e-27 5.02349e-27 5.93390e-27 6.22872e-27 6.68271e-27 6.80450e-27 

          9
          600.0
  0.00001   4.52260e-31 3.60079e-29 3.12904e-27 4.61527e-26 1.61390e-25 2.32797e-25 4.03298e-25 7.48457e-25 
  0.00010   2.63550e-30 4.81112e-29 3.14522e-27 4.61924e-26 1.61348e-25 2.32744e-25 4.03149e-25 7.47462e-25 
  0.00100   1.80556e-29 1.14747e-28 3.29211e-27 4.62637e-26 1.61030e-25 2.32126e-25 4.01755e-25 7.44769e-25 
  0.01000   1.42540e-28 5.09313e-28 4.44829e-27 4.75045e-26 1.58343e-25 2.26284e-25 3.88889e-25 7.18283e-25 
  0.10000   1.12485e-27 3.00497e-27 1.13423e-26 5.60171e-26 1.40203e-25 1.86479e-25 3.00828e-25 5.24908e-25 
  1.00000   6.02559e-27 1.20139e-26 2.50949e-26 5.61569e-26 8.65755e-26 9.76385e-26 1.23561e-25 1.62152e-25 
 10.00000   1.32085e-26 1.79010e-26 2.50182e-26 3.73921e-26 4.33978e-26 4.53822e-26 4.99788e-26 5.41217e-26 
100.00000   3.63756e-27 4.26147e-27 5.20162e-27 7.12292e-27 8.60048e-27 9.13289e-27 9.87644e-27 1.00867e-26 

         10
          100.0
  0.00001   1.22234e-33 9.19215e-33 1.42052e-31 2.81217e-29 4.85106e-28 1.50863e-27 9.28781e-27 7.33574e-26 
  0.00010   1.18113e-32 8.35723e-32 8.68095e-31 4.72695e-29 5.83050e-28 1.61649e-27 9.45331e-27 7.35446e-26 
  0.00100   1.14118e-31 7.64341e-31 6.15787e-30 1.23986e-28 9.08053e-28 2.09566e-27 1.03860e-26 7.47177e-26 
  0.01000   1.09570e-30 7.04778e-30 4.74502e-29 5.14219e-28 2.47378e-27 4.39569e-27 1.49539e-26 7.88365e-26 
  0.10000   9.31177e-30 5.67983e-29 2.98504e-28 2.02622e-27 6.54319e-27 9.12934e-27 1.92368e-26 5.46677e-26 
  1.00000   3.84358e-29 2.16213e-28 9.64515e-28 3.22757e-27 6.18224e-27 7.57840e-27 1.06434e-26 1.76437e-26 
 10.00000   3.66268e-29 1.94611e-28 8.33695e-28 1.65753e-27 2.31821e-27 3.15193e-27 3.87069e-27 5.11241e-27 
100.00000   6.33917e-31 3.18413e-30 1.86284e-29 3.44903e-29 8.40768e-29 1.19743e-28 1.63325e-28 1.80426e-28 

         10
          150.0
  0.00001   2.21787e-33 1.65032e-32 5.99411e-31 2.02560e-28 2.26291e-27 5.05974e-27 1.94646e-26 1.05781e-25 
  0.00010   2.15063e-32 1.48160e-31 2.42773e-30 2.29892e-28 2.28632e-27 5.07798e-27 1.94756e-26 1.05720e-25 
  0.00100   2.08795e-31 1.33304e-30 1.30948e-29 3.48839e-28 2.54195e-27 5.34575e-27 1.97480e-26 1.04764e-25 
  0.01000   2.01908e-30 1.19563e-29 8.20328e-29 8.92715e-28 4.23651e-27 7.42747e-27 2.21413e-26 9.83011e-26 
  0.10000   1.78632e-29 9.28621e-29 4.56539e-28 2.80541e-27 8.54195e-27 1.16207e-26 2.40457e-26 5.79793e-26 
  1.00000   7.36399e-29 3.64881e-28 1.31042e-27 4.18235e-27 7.50412e-27 8.96475e-27 1.21789e-26 2.10431e-26 
 10.00000   1.03072e-28 3.55910e-28 1.34248e-27 2.31961e-27 3.87866e-27 5.06705e-27 5.98255e-27 7.44506e-27 
100.00000   3.49176e-30 1.21525e-29 5.98405e-29 8.95075e-29 1.91532e-28 2.58875e-28 3.62116e-28 4.05336e-28 

         10
          200.0
  0.00001   3.26404e-33 2.36053e-32 2.11575e-30 6.28569e-28 5.12051e-27 9.71935e-27 2.98819e-26 1.22697e-25 
  0.00010   3.16424e-32 2.11402e-31 5.93949e-30 6.52056e-28 5.13332e-27 9.72523e-27 2.98775e-26 1.22537e-25 
  0.00100   3.08394e-31 1.90551e-30 2.38722e-29 7.73736e-28 5.30128e-27 9.87163e-27 2.98980e-26 1.21331e-25 
  0.01000   3.01042e-30 1.71007e-29 1.24021e-28 1.41713e-27 6.71906e-27 1.12684e-26 3.05055e-26 1.11031e-25 
  0.10000   2.73707e-29 1.31692e-28 6.23333e-28 3.67367e-27 1.06873e-26 1.46880e-26 2.86620e-26 6.63000e-26 
  1.00000   1.17220e-28 5.02945e-28 1.60982e-27 5.21128e-27 9.10841e-27 1.07590e-26 1.46105e-26 2.53560e-26 
 10.00000   1.66336e-28 5.37531e-28 1.70682e-27 3.28187e-27 5.73819e-27 6.96985e-27 8.09655e-27 9.98396e-27 
100.00000   8.85682e-30 3.52671e-29 1.14664e-28 1.88049e-28 3.66312e-28 4.65647e-28 6.30051e-28 7.27617e-28 

         10
          250.0
  0.00001   4.22691e-33 3.09355e-32 5.85513e-30 1.25917e-27 8.42939e-27 1.46908e-26 4.02080e-26 1.36257e-25 
  0.00010   4.07280e-32 2.64616e-31 1.24939e-29 1.27601e-27 8.43934e-27 1.46896e-26 4.02055e-26 1.36022e-25 
  0.00100   3.95256e-31 2.37894e-30 3.83854e-29 1.38767e-27 8.56617e-27 1.47736e-26 4.01215e-26 1.34947e-25 
  0.01000   3.86580e-30 2.15696e-29 1.69696e-28 2.06783e-27 9.67118e-27 1.57106e-26 3.95075e-26 1.24253e-25 
  0.10000   3.57069e-29 1.67691e-28 7.88254e-28 4.59519e-27 1.31323e-26 1.83316e-26 3.31075e-26 8.06574e-26 
  1.00000   1.63742e-28 6.29012e-28 1.91724e-27 6.22900e-27 1.09743e-26 1.30102e-26 1.80737e-26 2.98504e-26 
 10.00000   1.92867e-28 7.66689e-28 1.94592e-27 4.66466e-27 7.63068e-27 8.73610e-27 1.02876e-26 1.27732e-26 
100.00000   1.55267e-29 8.45533e-29 1.73733e-28 3.53673e-28 6.62333e-28 7.88719e-28 9.81254e-28 1.15264e-27 

         10
          300.0
  0.00001   4.85324e-33 4.15566e-32 1.27372e-29 2.01703e-27 1.15212e-26 1.96681e-26 4.86356e-26 1.54680e-25 
  0.00010   4.63874e-32 3.15260e-31 2.25488e-29 2.02668e-27 1.15311e-26 1.96689e-26 4.86244e-26 1.54538e-25 
  0.00100   4.45180e-31 2.74244e-30 5.64379e-29 2.12325e-27 1.16244e-26 1.97389e-26 4.85396e-26 1.53732e-25 
  0.01000   4.32447e-30 2.46865e-29 2.14760e-28 2.78499e-27 1.24253e-26 2.02856e-26 4.73133e-26 1.45455e-25 
  0.10000   4.02998e-29 1.93351e-28 9.32285e-28 5.42061e-27 1.57690e-26 2.19300e-26 3.79455e-26 9.67145e-26 
  1.00000   1.94391e-28 7.45905e-28 2.23321e-27 7.16349e-27 1.28719e-26 1.53307e-26 2.16475e-26 3.41500e-26 
 10.00000   2.26348e-28 1.00873e-27 2.19049e-27 6.13488e-27 9.38475e-27 1.03331e-26 1.24089e-26 1.54904e-26 
100.00000   2.61041e-29 1.51124e-28 2.40416e-28 6.04077e-28 1.07724e-27 1.22242e-27 1.39503e-27 1.63152e-27 

         10
          350.0
  0.00001   4.99269e-33 5.76965e-32 2.37523e-29 2.83869e-27 1.42216e-26 2.38320e-26 5.45182e-26 1.75985e-25 
  0.00010   4.77687e-32 3.80270e-31 3.57349e-29 2.84673e-27 1.42279e-26 2.38303e-26 5.45007e-26 1.75916e-25 
  0.00100   4.60177e-31 3.03856e-30 7.66859e-29 2.92235e-27 1.43023e-26 2.38724e-26 5.44365e-26 1.74763e-25 
  0.01000   4.50760e-30 2.65983e-29 2.56012e-28 3.51217e-27 1.49892e-26 2.41809e-26 5.34275e-26 1.65703e-25 
  0.10000   4.32386e-29 2.12865e-28 1.05850e-27 6.12494e-27 1.79993e-26 2.48687e-26 4.24620e-26 1.11155e-25 
  1.00000   2.19272e-28 8.40838e-28 2.50816e-27 8.02393e-27 1.48930e-26 1.77329e-26 2.49356e-26 3.89716e-26 
 10.00000   2.82676e-28 1.20616e-27 2.43282e-27 7.51437e-27 1.07275e-26 1.17969e-26 1.43066e-26 1.79600e-26 
100.00000   4.15455e-29 2.14875e-28 3.12066e-28 9.24909e-28 1.54971e-27 1.70941e-27 1.84862e-27 2.12614e-27 

         10
          400.0
  0.00001   4.87052e-33 7.41943e-32 3.78661e-29 3.61293e-27 1.67906e-26 2.72005e-26 5.87554e-26 1.91311e-25 
  0.00010   4.70345e-32 4.64721e-31 5.13421e-29 3.62036e-27 1.67871e-26 2.71875e-26 5.87368e-26 1.91389e-25 
  0.00100   4.53575e-31 3.28291e-30 9.64693e-29 3.68765e-27 1.68402e-26 2.72097e-26 5.86035e-26 1.90134e-25 
  0.01000   4.43968e-30 2.78399e-29 2.88411e-28 4.24774e-27 1.74230e-26 2.73296e-26 5.71386e-26 1.79237e-25 
  0.10000   4.29076e-29 2.22569e-28 1.15719e-27 6.79737e-27 1.95574e-26 2.69455e-26 4.70525e-26 1.22262e-25 
  1.00000   2.38766e-28 9.13084e-28 2.73857e-27 8.79771e-27 1.66227e-26 1.96195e-26 2.75586e-26 4.33858e-26 
 10.00000   3.50574e-28 1.28418e-27 2.61018e-27 8.71159e-27 1.17103e-26 1.29566e-26 1.57864e-26 1.98754e-26 
100.00000   6.12644e-29 2.59180e-28 4.01491e-28 1.26993e-27 1.98848e-27 2.14069e-27 2.30613e-27 2.58551e-27 

         10
          600.0
  0.00001   4.12223e-33 1.54600e-31 1.21697e-28 6.17321e-27 2.41028e-26 3.43801e-26 7.11941e-26 2.16239e-25 
  0.00010   4.02251e-32 7.68588e-31 1.31734e-28 6.17961e-27 2.41016e-26 3.43774e-26 7.11766e-26 2.16179e-25 
  0.00100   3.93149e-31 4.31819e-30 1.77218e-28 6.21905e-27 2.40936e-26 3.43318e-26 7.10415e-26 2.15341e-25 
  0.01000   3.86160e-30 2.93801e-29 3.75519e-28 6.62041e-27 2.41337e-26 3.41045e-26 7.03679e-26 2.07304e-25 
  0.10000   3.76286e-29 2.16621e-28 1.31515e-27 8.86345e-27 2.42611e-26 3.15815e-26 6.02727e-26 1.48882e-25 
  1.00000   2.57222e-28 9.59526e-28 3.32022e-27 1.14376e-26 2.16698e-26 2.57619e-26 3.45494e-26 5.51254e-26 
 10.00000   6.15725e-28 1.33169e-27 3.30676e-27 1.19390e-26 1.49773e-26 1.60938e-26 1.91302e-26 2.41378e-26 
100.00000   1.78148e-28 3.78602e-28 8.63425e-28 2.72720e-27 3.59310e-27 3.75162e-27 4.04813e-27 4.18144e-27 

         11
          100.0
  0.00001   4.31488e-32 7.20296e-31 3.12773e-29 3.69352e-27 5.51786e-26 1.39952e-25 6.55159e-25 9.52979e-24 
  0.00010   3.91095e-31 5.03113e-30 1.19741e-28 5.55046e-27 6.26152e-26 1.50285e-25 6.70043e-25 9.56769e-24 
  0.00100   3.58386e-30 3.78924e-29 6.09345e-28 1.31979e-26 9.75928e-26 2.03686e-25 8.00536e-25 9.68466e-24 
  0.01000   3.29056e-29 3.00977e-28 3.76560e-27 5.18677e-26 2.85884e-25 4.64589e-25 1.43436e-24 1.04796e-23 
  0.10000   2.64432e-28 1.98690e-27 1.95957e-26 2.13521e-25 7.78706e-25 1.09701e-24 2.13740e-24 6.87350e-24 
  1.00000   1.13105e-27 5.42793e-27 4.36187e-26 4.02116e-25 8.84711e-25 1.06434e-24 1.52417e-24 2.74350e-24 
 10.00000   1.15330e-27 4.16864e-27 3.25334e-26 2.79321e-25 4.61731e-25 5.37288e-25 6.28065e-25 7.84865e-25 
100.00000   1.84777e-29 7.04380e-29 5.83435e-28 3.86402e-27 6.84247e-27 7.37648e-27 7.97308e-27 8.46181e-27 

         11
          150.0
  0.00001   9.88707e-32 2.30389e-30 1.58429e-28 1.58149e-26 1.59665e-25 3.39341e-25 1.27709e-24 1.08896e-23 
  0.00010   8.67072e-31 1.24449e-29 3.37320e-28 1.77197e-26 1.61816e-25 3.41821e-25 1.27985e-24 1.08903e-23 
  0.00100   7.73061e-30 7.58023e-29 1.14000e-27 2.66273e-26 1.86016e-25 3.72372e-25 1.32954e-24 1.08305e-23 
  0.01000   6.83622e-29 5.24182e-28 5.51856e-27 6.88524e-26 3.47905e-25 5.75190e-25 1.68095e-24 1.04498e-23 
  0.10000   5.29364e-28 3.26703e-27 2.65152e-26 2.32906e-25 8.04526e-25 1.09233e-24 2.13326e-24 6.55741e-24 
