# Model name: Exo_k
# Diameter: 14401.75					# Diameter of the planet [km]
# Gravity: 10.15						# Gravity at the surface of the atmosphere [m/s2]
# Star-distance: 0.0468				# Planet-star distance [ua]
# Star-type: TRAPPIST-1					# Host-star type
# Star-temperature: None			# Host-star temperature [K]
# Wavelength-min: N/A				# Minimum wavelength [um]
# Wavelength-max: N/A				# Maximum wavelength [um]
# Radiance-unit: W/m^2				# Radiation output unit
# Surface-temperature: 273.93		# Surface temperature [K]
# Surface-albedo: 0.20				# Surface albedo
# Surface-emissivity: 1				# Surface emissivity
# Opacity: corrk + continuum		# corrk + continuum
# Line opacities: H2O, CO2
# CIA opacities: H2O-H2O, H2O-N2, CO2-CO2, N2-N2
# Rayleigh opacities: N2, CO2, H2O
# Outgoing thermal radiation - OTR (W/m^2): 80.41
# Absorbed stellar radiation - ASR (W/m^2): 80.44
# Atmosphere-description: Modern Earth
# Atmosphere-columns: P T MMW Alt vmrN2 vmrCO2 vmrH2O OTR ASR
# units: Pa K g/mol km N/A N/A N/A W/m^2 W/m^2
# Atmosphere-fit-T: N/A
# Atmosphere-fit-N2 N/A
# Atmosphere-fit-CO2: N/A
# Atmosphere-fit-H2O: N/A
# Atmosphere-layers: 100
#   P (Pa)     T (K)   MMW (g/mol)    Alt (km)       N2           CO2            H2O           OTR           ASR
7.41583e+04   189.726     43.94      1.099e+02   6.74167e+03   6.74167e+04   2.37549e-06   5.37385e+01   5.70405e+01
6.59534e+04   188.369     43.94      1.141e+02   5.99576e+03   5.99576e+04   2.25003e-06   5.56224e+01   5.80954e+01
5.86562e+04   187.031     43.94      1.182e+02   5.33238e+03   5.33238e+04   2.13114e-06   5.73485e+01   5.90997e+01
5.21664e+04   185.712     43.95      1.223e+02   4.74240e+03   4.74240e+04   2.01848e-06   5.89088e+01   6.00535e+01
4.63946e+04   184.408     43.95      1.263e+02   4.21769e+03   4.21769e+04   1.91106e-06   6.02971e+01   6.09587e+01
4.12614e+04   183.125     43.95      1.303e+02   3.75104e+03   3.75104e+04   1.80994e-06   6.15101e+01   6.18191e+01
3.66962e+04   181.856     43.95      1.343e+02   3.33602e+03   3.33602e+04   1.71328e-06   6.25428e+01   6.26401e+01
3.26361e+04   180.607     43.95      1.383e+02   2.96692e+03   2.96692e+04   1.62234e-06   6.33995e+01   6.34284e+01
2.90252e+04   179.803     43.95      1.423e+02   2.63865e+03   2.63865e+04   1.62776e-06   6.41624e+01   6.41912e+01
2.58138e+04   179.542     43.95      1.462e+02   2.34671e+03   2.34671e+04   1.62775e-06   6.49036e+01   6.49324e+01
2.29577e+04   179.449     43.95      1.502e+02   2.08706e+03   2.08706e+04   1.62775e-06   6.56231e+01   6.56519e+01
2.04176e+04   179.470     43.95      1.541e+02   1.85615e+03   1.85615e+04   1.62775e-06   6.63195e+01   6.63483e+01
1.81586e+04   179.547     43.95      1.580e+02   1.65078e+03   1.65078e+04   1.62775e-06   6.69906e+01   6.70194e+01
1.61495e+04   179.641     43.95      1.620e+02   1.46814e+03   1.46814e+04   1.62775e-06   6.76347e+01   6.76635e+01
1.43627e+04   179.726     43.95      1.659e+02   1.30570e+03   1.30570e+04   1.62775e-06   6.82511e+01   6.82799e+01
1.27736e+04   179.787     43.95      1.699e+02   1.16123e+03   1.16123e+04   1.62776e-06   6.88402e+01   6.88690e+01
1.13603e+04   179.822     43.95      1.738e+02   1.03275e+03   1.03275e+04   1.62776e-06   6.94036e+01   6.94324e+01
1.01034e+04   179.849     43.95      1.778e+02   9.18488e+02   9.18488e+03   1.62776e-06   6.99413e+01   6.99701e+01
8.98552e+03   179.901     43.95      1.817e+02   8.16865e+02   8.16865e+03   1.62776e-06   7.04497e+01   7.04785e+01
7.99135e+03   179.978     43.95      1.857e+02   7.26486e+02   7.26486e+03   1.62776e-06   7.09280e+01   7.09568e+01
7.10717e+03   180.055     43.95      1.896e+02   6.46107e+02   6.46107e+03   1.62776e-06   7.13809e+01   7.14097e+01
6.32082e+03   180.107     43.95      1.936e+02   5.74620e+02   5.74620e+03   1.62776e-06   7.18133e+01   7.18421e+01
5.62148e+03   180.103     43.95      1.975e+02   5.11044e+02   5.11044e+03   1.62776e-06   7.22296e+01   7.22583e+01
4.99951e+03   180.011     43.95      2.015e+02   4.54501e+02   4.54501e+03   1.62776e-06   7.26327e+01   7.26615e+01
4.44636e+03   179.811     43.95      2.054e+02   4.04214e+02   4.04214e+03   1.62776e-06   7.30241e+01   7.30529e+01
3.95440e+03   179.498     43.95      2.094e+02   3.59491e+02   3.59491e+03   1.62776e-06   7.34038e+01   7.34326e+01
3.51688e+03   179.080     43.95      2.133e+02   3.19717e+02   3.19717e+03   1.62776e-06   7.37710e+01   7.37998e+01
3.12777e+03   178.577     43.95      2.172e+02   2.84343e+02   2.84343e+03   1.62776e-06   7.41243e+01   7.41531e+01
2.78171e+03   178.011     43.95      2.212e+02   2.52883e+02   2.52883e+03   1.62776e-06   7.44625e+01   7.44913e+01
2.47394e+03   177.403     43.95      2.251e+02   2.24903e+02   2.24903e+03   1.62776e-06   7.47845e+01   7.48133e+01
2.20022e+03   176.771     43.95      2.290e+02   2.00020e+02   2.00020e+03   1.62777e-06   7.50896e+01   7.51184e+01
1.95678e+03   176.127     43.95      2.328e+02   1.77889e+02   1.77889e+03   1.62777e-06   7.53771e+01   7.54059e+01
1.74028e+03   175.482     43.95      2.367e+02   1.58207e+02   1.58207e+03   1.62777e-06   7.56470e+01   7.56757e+01
1.54773e+03   174.849     43.95      2.406e+02   1.40703e+02   1.40703e+03   1.62777e-06   7.58998e+01   7.59286e+01
1.37649e+03   174.244     43.95      2.444e+02   1.25135e+02   1.25135e+03   1.62777e-06   7.61374e+01   7.61662e+01
1.22419e+03   173.681     43.95      2.482e+02   1.11290e+02   1.11290e+03   1.62777e-06   7.63620e+01   7.63908e+01
1.08875e+03   173.169     43.95      2.520e+02   9.89769e+01   9.89769e+02   1.62777e-06   7.65763e+01   7.66050e+01
9.68285e+02   172.716     43.95      2.558e+02   8.80259e+01   8.80259e+02   1.62777e-06   7.67821e+01   7.68109e+01
8.61152e+02   172.318     43.95      2.596e+02   7.82866e+01   7.82866e+02   1.62778e-06   7.69804e+01   7.70092e+01
7.65873e+02   171.939     43.95      2.634e+02   6.96248e+01   6.96248e+02   1.62778e-06   7.71715e+01   7.72003e+01
6.81136e+02   171.551     43.95      2.672e+02   6.19214e+01   6.19214e+02   1.62778e-06   7.73553e+01   7.73841e+01
6.05774e+02   171.142     43.95      2.710e+02   5.50704e+01   5.50704e+02   1.62778e-06   7.75315e+01   7.75603e+01
5.38750e+02   170.702     43.95      2.747e+02   4.89773e+01   4.89773e+02   1.62778e-06   7.77004e+01   7.77292e+01
4.79142e+02   170.222     43.95      2.785e+02   4.35584e+01   4.35584e+02   1.62778e-06   7.78621e+01   7.78909e+01
4.26129e+02   169.693     43.95      2.822e+02   3.87390e+01   3.87390e+02   1.62779e-06   7.80171e+01   7.80459e+01
3.78981e+02   169.103     43.95      2.860e+02   3.44529e+01   3.44529e+02   1.62779e-06   7.81657e+01   7.81945e+01
3.37050e+02   168.439     43.95      2.897e+02   3.06409e+01   3.06409e+02   1.62779e-06   7.83079e+01   7.83367e+01
2.99759e+02   167.694     43.95      2.934e+02   2.72508e+01   2.72508e+02   1.62779e-06   7.84436e+01   7.84724e+01
2.66593e+02   166.865     43.95      2.971e+02   2.42357e+01   2.42357e+02   1.62779e-06   7.85726e+01   7.86014e+01
2.37097e+02   165.958     43.95      3.007e+02   2.15542e+01   2.15542e+02   1.62780e-06   7.86946e+01   7.87234e+01
2.10864e+02   164.989     43.95      3.044e+02   1.91694e+01   1.91694e+02   1.62780e-06   7.88093e+01   7.88381e+01
1.87534e+02   163.978     43.95      3.080e+02   1.70485e+01   1.70485e+02   1.62780e-06   7.89167e+01   7.89455e+01
1.66785e+02   162.951     43.95      3.116e+02   1.51622e+01   1.51622e+02   1.62780e-06   7.90166e+01   7.90454e+01
1.48331e+02   161.935     43.95      3.152e+02   1.34847e+01   1.34847e+02   1.62780e-06   7.91094e+01   7.91382e+01
1.31920e+02   160.955     43.95      3.187e+02   1.19927e+01   1.19927e+02   1.62781e-06   7.91954e+01   7.92242e+01
1.17324e+02   160.033     43.95      3.223e+02   1.06658e+01   1.06658e+02   1.62781e-06   7.92749e+01   7.93037e+01
1.04343e+02   159.187     43.95      3.258e+02   9.48572e+00   9.48572e+01   1.62781e-06   7.93484e+01   7.93772e+01
9.27983e+01   158.446     43.95      3.293e+02   8.43621e+00   8.43621e+01   1.62781e-06   7.94165e+01   7.94453e+01
8.25310e+01   157.826     43.95      3.328e+02   7.50281e+00   7.50281e+01   1.62781e-06   7.94801e+01   7.95088e+01
7.33996e+01   157.322     43.95      3.363e+02   6.67269e+00   6.67269e+01   1.62782e-06   7.95395e+01   7.95683e+01
6.52786e+01   156.946     43.95      3.397e+02   5.93441e+00   5.93441e+01   1.62782e-06   7.95954e+01   7.96242e+01
5.80560e+01   156.704     43.95      3.432e+02   5.27782e+00   5.27782e+01   1.62782e-06   7.96485e+01   7.96772e+01
5.16326e+01   156.599     43.95      3.466e+02   4.69388e+00   4.69388e+01   1.62782e-06   7.96993e+01   7.97280e+01
4.59199e+01   156.625     43.95      3.501e+02   4.17454e+00   4.17454e+01   1.62783e-06   7.97484e+01   7.97771e+01
4.08393e+01   156.767     43.95      3.535e+02   3.71266e+00   3.71266e+01   1.62783e-06   7.97961e+01   7.98249e+01
3.63207e+01   157.005     43.95      3.570e+02   3.30189e+00   3.30189e+01   1.62783e-06   7.98427e+01   7.98715e+01
3.23022e+01   157.320     43.95      3.605e+02   2.93656e+00   2.93656e+01   1.62783e-06   7.98881e+01   7.99169e+01
2.87282e+01   157.692     43.95      3.640e+02   2.61165e+00   2.61165e+01   1.62783e-06   7.99324e+01   7.99612e+01
2.55497e+01   158.102     43.95      3.674e+02   2.32270e+00   2.32270e+01   1.62783e-06   7.99754e+01   8.00042e+01
2.27228e+01   158.547     43.95      3.709e+02   2.06571e+00   2.06571e+01   1.62784e-06   8.00174e+01   8.00462e+01
2.02087e+01   159.055     43.95      3.744e+02   1.83716e+00   1.83716e+01   1.62784e-06   8.00590e+01   8.00878e+01
1.79728e+01   159.674     43.95      3.780e+02   1.63389e+00   1.63389e+01   1.62784e-06   8.01011e+01   8.01299e+01
1.59843e+01   160.398     43.95      3.815e+02   1.45311e+00   1.45311e+01   1.62784e-06   8.01448e+01   8.01736e+01
1.42157e+01   161.066     43.95      3.850e+02   1.29234e+00   1.29234e+01   1.62784e-06   8.01918e+01   8.02206e+01
1.26429e+01   161.387     43.95      3.886e+02   1.14935e+00   1.14935e+01   1.62784e-06   8.02445e+01   8.02733e+01
1.12441e+01   161.477     43.95      3.922e+02   1.02219e+00   1.02219e+01   1.62784e-06   8.03121e+01   8.03409e+01
1.00000e+01   161.823     43.95      3.958e+02   9.09091e-01   9.09091e+00   1.62784e-06   8.04130e+01   8.04418e+01
