 # Model name = Modern Earth(no ozone), Ramses CLIMA
 # Diameter: 12742                # Diameter of the planet [km]
 # Gravity: 9.81                  # Gravity at the surface of the atmosphere [m/s2]
 # Star-distance: 1               # Planet-star distance [au]
 # Star-type: Sun                 # Host-star type
 # Star-temperature: 5780         # Host-star temperature [K]
 # Wavelength-min: 0.2376            # Minimum wavelength [um]
 # Wavelength-max: inf           # Maximum wavelength [um]
 # Radiance-unit: Wsrm2um         # Radiation output unit
 # Surface-temperature: 288       # Surface temperature [K]
 # Surface-albedo: 0.32           # Surface albedo
 # Surface-emissivity: 0.9        # Surface emissivity
 # Opacity:corr.-k, BPS H2O cont. # corrk + continuum, other ?
 # Line opacities = H2O, CO2
 # CIA opacities = CO2-CO2, N2-N2, N2-CO2
 # Rayleigh opacities = N2, CO2, H2O
 # Outgoing longwave radiation (W/m^2) = 221.5
 # Absorbed stellar radiation (W/m^2) = 242.7
 # Atmosphere-description: Modern Earth
 # Atmosphere-columns: P T MMW Alt N2 CO2 H2O OTR ASR
 # Atmosphere-layers: 201
 #   P (Pa)   T (K)   MMW (g/mol)  Alt (km)    N2          CO2          H2O          OTR           ASR
 8.24530E+03  200.000  28.00621    16.936  9.99581E-01  4.00000E-04  1.92370E-05  2.05540E+02  2.38710E+02
 7.87440E+03  200.000  28.00621    17.213  9.99581E-01  4.00000E-04  1.92370E-05  2.05970E+02  2.38800E+02
 7.51770E+03  200.000  28.00621    17.492  9.99581E-01  4.00000E-04  1.92370E-05  2.06410E+02  2.38900E+02
 7.17480E+03  200.000  28.00621    17.773  9.99581E-01  4.00000E-04  1.92370E-05  2.06840E+02  2.38990E+02
 6.84530E+03  200.000  28.00621    18.055  9.99581E-01  4.00000E-04  1.92370E-05  2.07280E+02  2.39080E+02
 6.52880E+03  200.000  28.00621    18.340  9.99581E-01  4.00000E-04  1.92370E-05  2.07710E+02  2.39160E+02
 6.22500E+03  200.000  28.00621    18.627  9.99581E-01  4.00000E-04  1.92370E-05  2.08130E+02  2.39250E+02
 5.93330E+03  200.000  28.00621    18.916  9.99581E-01  4.00000E-04  1.92370E-05  2.08560E+02  2.39330E+02
 5.65340E+03  200.000  28.00621    19.206  9.99581E-01  4.00000E-04  1.92370E-05  2.08980E+02  2.39410E+02
 5.38500E+03  200.000  28.00621    19.499  9.99581E-01  4.00000E-04  1.92370E-05  2.09400E+02  2.39480E+02
 5.12770E+03  200.000  28.00621    19.793  9.99581E-01  4.00000E-04  1.92370E-05  2.09820E+02  2.39560E+02
 4.88110E+03  200.000  28.00621    20.090  9.99581E-01  4.00000E-04  1.92370E-05  2.10220E+02  2.39630E+02
 4.64480E+03  200.000  28.00621    20.388  9.99581E-01  4.00000E-04  1.92370E-05  2.10630E+02  2.39710E+02
 4.41850E+03  200.000  28.00621    20.689  9.99581E-01  4.00000E-04  1.92370E-05  2.11030E+02  2.39780E+02
 4.20190E+03  200.000  28.00621    20.991  9.99581E-01  4.00000E-04  1.92370E-05  2.11410E+02  2.39850E+02
 3.99460E+03  200.000  28.00621    21.296  9.99581E-01  4.00000E-04  1.92370E-05  2.11790E+02  2.39930E+02
 3.79630E+03  200.000  28.00621    21.602  9.99581E-01  4.00000E-04  1.92370E-05  2.12160E+02  2.40000E+02
 3.60660E+03  200.000  28.00621    21.910  9.99581E-01  4.00000E-04  1.92370E-05  2.12530E+02  2.40070E+02
 3.42530E+03  200.000  28.00621    22.220  9.99581E-01  4.00000E-04  1.92370E-05  2.12870E+02  2.40150E+02
 3.25210E+03  200.000  28.00621    22.533  9.99581E-01  4.00000E-04  1.92370E-05  2.13210E+02  2.40220E+02
 3.08660E+03  200.000  28.00621    22.847  9.99581E-01  4.00000E-04  1.92370E-05  2.13540E+02  2.40300E+02
 2.92860E+03  200.000  28.00621    23.163  9.99581E-01  4.00000E-04  1.92370E-05  2.13860E+02  2.40370E+02
 2.77770E+03  200.000  28.00621    23.481  9.99581E-01  4.00000E-04  1.92370E-05  2.14160E+02  2.40450E+02
 2.63380E+03  200.000  28.00621    23.801  9.99581E-01  4.00000E-04  1.92370E-05  2.14450E+02  2.40520E+02
 2.49650E+03  200.000  28.00621    24.123  9.99581E-01  4.00000E-04  1.92370E-05  2.14730E+02  2.40590E+02
 2.36560E+03  200.000  28.00621    24.447  9.99581E-01  4.00000E-04  1.92370E-05  2.15010E+02  2.40660E+02
 2.24090E+03  200.000  28.00621    24.773  9.99581E-01  4.00000E-04  1.92370E-05  2.15270E+02  2.40740E+02
 2.12200E+03  200.000  28.00621    25.101  9.99581E-01  4.00000E-04  1.92370E-05  2.15520E+02  2.40800E+02
 2.00880E+03  200.000  28.00621    25.431  9.99581E-01  4.00000E-04  1.92370E-05  2.15760E+02  2.40870E+02
 1.90100E+03  200.000  28.00621    25.762  9.99581E-01  4.00000E-04  1.92370E-05  2.16000E+02  2.40940E+02
 1.79840E+03  200.000  28.00621    26.096  9.99581E-01  4.00000E-04  1.92370E-05  2.16230E+02  2.41000E+02
 1.70070E+03  200.000  28.00621    26.432  9.99581E-01  4.00000E-04  1.92370E-05  2.16450E+02  2.41060E+02
 1.60790E+03  200.000  28.00621    26.770  9.99581E-01  4.00000E-04  1.92370E-05  2.16670E+02  2.41120E+02
 1.51960E+03  200.000  28.00621    27.109  9.99581E-01  4.00000E-04  1.92370E-05  2.16880E+02  2.41170E+02
 1.43570E+03  200.000  28.00621    27.451  9.99581E-01  4.00000E-04  1.92370E-05  2.17090E+02  2.41220E+02
 1.35600E+03  200.000  28.00621    27.795  9.99581E-01  4.00000E-04  1.92370E-05  2.17290E+02  2.41270E+02
 1.28030E+03  200.000  28.00621    28.140  9.99581E-01  4.00000E-04  1.92370E-05  2.17490E+02  2.41320E+02
